Date,equity,cash,rebalanced,rebalance_reason,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,tqqq_realized_pnl,tqqq_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,tlt_realized_pnl,tlt_unrealized_pnl,drawdown_pct
2005-01-05,9908245,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1912427,0.193,buy,44819,44.623472,0,-87553,1995755,0.2014,buy,45021,44.422764,0,-4203,-1.05
2005-01-06,9886297,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1889121,0.1911,buy,44819,44.623472,0,-110858,1997113,0.202,buy,45021,44.422764,0,-2844,-1.27
2005-01-07,9876925,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1875227,0.1899,buy,44819,44.623472,0,-124752,2001635,0.2027,buy,45021,44.422764,0,1678,-1.36
2005-01-10,9885019,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1880157,0.1902,buy,44819,44.623472,0,-119822,2004798,0.2028,buy,45021,44.422764,0,4841,-1.28
2005-01-11,9908427,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1891810,0.1909,buy,44819,44.623472,0,-108169,2016554,0.2035,buy,45021,44.422764,0,16597,-1.05
2005-01-12,9928621,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1909289,0.1923,buy,44819,44.623472,0,-90690,2019268,0.2034,buy,45021,44.422764,0,19311,-0.84
2005-01-13,9948061,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1909289,0.1919,buy,44819,44.623472,0,-90690,2038709,0.2049,buy,45021,44.422764,0,38751,-0.65
2005-01-14,9935286,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1896740,0.1909,buy,44819,44.623472,0,-103239,2038483,0.2052,buy,45021,44.422764,0,38525,-0.78
2005-01-18,9942070,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1896740,0.1908,buy,44819,44.623472,0,-103239,2045267,0.2057,buy,45021,44.422764,0,45310,-0.71
2005-01-19,9945258,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1894051,0.1904,buy,44819,44.623472,0,-105929,2051144,0.2062,buy,45021,44.422764,0,51186,-0.68
2005-01-20,9948879,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1893603,0.1903,buy,44819,44.623472,0,-106377,2055213,0.2066,buy,45021,44.422764,0,55256,-0.64
2005-01-21,9973103,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1915564,0.1921,buy,44819,44.623472,0,-84415,2057475,0.2063,buy,45021,44.422764,0,57518,-0.4
2005-01-24,9983261,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1916909,0.192,buy,44819,44.623472,0,-83071,2066289,0.207,buy,45021,44.422764,0,66332,-0.3
2005-01-25,9940065,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1893155,0.1905,buy,44819,44.623472,0,-106825,2046847,0.2059,buy,45021,44.422764,0,46890,-0.73
2005-01-26,9964078,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1913323,0.192,buy,44819,44.623472,0,-86656,2050692,0.2058,buy,45021,44.422764,0,50734,-0.49
2005-01-27,9957096,6000063,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1910186,0.1918,buy,44819,44.623472,0,-89794,2046847,0.2056,buy,45021,44.422764,0,46890,-0.56
2005-01-28,9980807,6000063,False,,0,0.0,buy,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1913323,0.1917,buy,44819,44.623472,0,-86656,2067420,0.2071,buy,45021,44.422764,0,67463,-0.32
2005-01-31,9961239,2994284,True,daily,2990566,0.3002,buy,37412,80.033316,0,-3641,0,0.0,sell,0,0.0,0,0,1974841,0.1983,buy,46775,44.527843,0,-107949,2001549,0.2009,buy,43463,44.422764,2026,70802,-0.52
2005-02-01,9971432,2994284,False,,3009548,0.3018,buy,37412,80.033316,0,15342,0,0.0,sell,0,0.0,0,0,1969227,0.1975,buy,46775,44.527843,0,-113562,1998373,0.2004,buy,43463,44.422764,2026,67627,-0.42
2005-02-02,9987949,2994284,False,,3018658,0.3022,buy,37412,80.033316,0,24452,0,0.0,sell,0,0.0,0,0,1972034,0.1974,buy,46775,44.527843,0,-110756,2002973,0.2005,buy,43463,44.422764,2026,72227,-0.25
2005-02-03,9956556,2994284,False,,3010813,0.3024,buy,37412,80.033316,0,16607,0,0.0,sell,0,0.0,0,0,1949582,0.1958,buy,46775,44.527843,0,-133208,2001878,0.2011,buy,43463,44.422764,2026,71131,-0.56
2005-02-04,10006700,2994284,False,,3042957,0.3041,buy,37412,80.033316,0,48751,0,0.0,sell,0,0.0,0,0,1939759,0.1938,buy,46775,44.527843,0,-143031,2029700,0.2028,buy,43463,44.422764,2026,98954,-0.06
2005-02-07,10008412,2994284,False,,3038907,0.3036,buy,37412,80.033316,0,44701,0,0.0,sell,0,0.0,0,0,1930404,0.1929,buy,46775,44.527843,0,-152386,2044817,0.2043,buy,43463,44.422764,2026,114070,-0.05
2005-02-08,10023096,2994284,False,,3042451,0.3035,buy,37412,80.033316,0,48244,0,0.0,sell,0,0.0,0,0,1929936,0.1925,buy,46775,44.527843,0,-152853,2056426,0.2052,buy,43463,44.422764,2026,125679,0.0
2005-02-09,10008132,2994284,False,,3019671,0.3017,buy,37412,80.033316,0,25465,0,0.0,sell,0,0.0,0,0,1932275,0.1931,buy,46775,44.527843,0,-150515,2061902,0.206,buy,43463,44.422764,2026,131155,-0.15
2005-02-10,10011775,2994284,False,,3030555,0.3027,buy,37412,80.033316,0,36348,0,0.0,sell,0,0.0,0,0,1952856,0.1951,buy,46775,44.527843,0,-129934,2034080,0.2032,buy,43463,44.422764,2026,103334,-0.11
2005-02-11,10051965,2994284,False,,3056622,0.3041,buy,37412,80.033316,0,62416,0,0.0,sell,0,0.0,0,0,1968292,0.1958,buy,46775,44.527843,0,-114498,2032767,0.2022,buy,43463,44.422764,2026,102021,0.0
2005-02-14,10078025,2994284,False,,3054346,0.3031,buy,37412,80.033316,0,60139,0,0.0,sell,0,0.0,0,0,1990276,0.1975,buy,46775,44.527843,0,-92514,2039119,0.2023,buy,43463,44.422764,2026,108372,0.0
2005-02-15,10080522,2994284,False,,3065735,0.3041,buy,37412,80.033316,0,71528,0,0.0,sell,0,0.0,0,0,1991680,0.1976,buy,46775,44.527843,0,-91110,2028824,0.2013,buy,43463,44.422764,2026,98077,0.0
2005-02-16,10072071,2994284,False,,3067759,0.3046,buy,37412,80.033316,0,73553,0,0.0,sell,0,0.0,0,0,1988873,0.1975,buy,46775,44.527843,0,-93917,2021155,0.2007,buy,43463,44.422764,2026,90408,-0.08
2005-02-17,10044387,2994284,False,,3042957,0.303,buy,37412,80.033316,0,48751,0,0.0,sell,0,0.0,0,0,1998696,0.199,buy,46775,44.527843,0,-84094,2008451,0.2,buy,43463,44.422764,2026,77704,-0.36
2005-02-18,10031406,2994284,False,,3047005,0.3037,buy,37412,80.033316,0,52799,0,0.0,sell,0,0.0,0,0,1999631,0.1993,buy,46775,44.527843,0,-83159,1990485,0.1984,buy,43463,44.422764,2026,59739,-0.49
2005-02-22,10015695,2994284,False,,3001702,0.2997,buy,37412,80.033316,0,7495,0,0.0,sell,0,0.0,0,0,2037987,0.2035,buy,46775,44.527843,0,-44803,1981724,0.1979,buy,43463,44.422764,2026,50977,-0.64
2005-02-23,10036763,2994284,False,,3023215,0.3012,buy,37412,80.033316,0,29008,0,0.0,sell,0,0.0,0,0,2030970,0.2024,buy,46775,44.527843,0,-51819,1988295,0.1981,buy,43463,44.422764,2026,57548,-0.43
2005-02-24,10048168,2994284,False,,3043210,0.3029,buy,37412,80.033316,0,49003,0,0.0,sell,0,0.0,0,0,2026761,0.2017,buy,46775,44.527843,0,-56029,1983914,0.1974,buy,43463,44.422764,2026,53168,-0.32
2005-02-25,10095876,2994284,False,,3073328,0.3044,buy,37412,80.033316,0,79121,0,0.0,sell,0,0.0,0,0,2034712,0.2015,buy,46775,44.527843,0,-48077,1993553,0.1975,buy,43463,44.422764,2026,62806,0.0
2005-02-28,10055563,2994284,False,,3053080,0.3036,buy,37412,80.033316,0,58874,0,0.0,sell,0,0.0,0,0,2036116,0.2025,buy,46775,44.527843,0,-46674,1972084,0.1961,buy,43463,44.422764,2026,41337,-0.4
2005-03-01,10055634,2994284,False,,3068266,0.3051,buy,37412,80.033316,0,74059,0,0.0,sell,0,0.0,0,0,2021616,0.201,buy,46775,44.527843,0,-61174,1971470,0.1961,buy,43463,44.422764,2026,40723,-0.4
2005-03-02,10052881,2994284,False,,3066746,0.3051,buy,37412,80.033316,0,72540,0,0.0,sell,0,0.0,0,0,2023019,0.2012,buy,46775,44.527843,0,-59771,1968833,0.1958,buy,43463,44.422764,2026,38086,-0.43
2005-03-03,10039952,2994284,False,,3068012,0.3056,buy,37412,80.033316,0,73806,0,0.0,sell,0,0.0,0,0,2009922,0.2002,buy,46775,44.527843,0,-72868,1967734,0.196,buy,43463,44.422764,2026,36988,-0.55
2005-03-04,10118662,2994284,False,,3106229,0.307,buy,37412,80.033316,0,112023,0,0.0,sell,0,0.0,0,0,2029100,0.2005,buy,46775,44.527843,0,-53690,1989050,0.1966,buy,43463,44.422764,2026,58303,0.0
2005-03-07,10132302,2994284,False,,3107749,0.3067,buy,37412,80.033316,0,113542,0,0.0,sell,0,0.0,0,0,2033309,0.2007,buy,46775,44.527843,0,-49481,1996960,0.1971,buy,43463,44.422764,2026,66214,0.0
2005-03-08,10127955,2994284,False,,3096106,0.3057,buy,37412,80.033316,0,101899,0,0.0,sell,0,0.0,0,0,2059503,0.2033,buy,46775,44.527843,0,-23287,1978062,0.1953,buy,43463,44.422764,2026,47315,-0.04
2005-03-09,10060763,2994284,False,,3061685,0.3043,buy,37412,80.033316,0,67478,0,0.0,sell,0,0.0,0,0,2059036,0.2047,buy,46775,44.527843,0,-23754,1945759,0.1934,buy,43463,44.422764,2026,15012,-0.71
2005-03-10,10087881,2994284,False,,3068518,0.3042,buy,37412,80.033316,0,74311,0,0.0,sell,0,0.0,0,0,2067455,0.2049,buy,46775,44.527843,0,-15335,1957625,0.1941,buy,43463,44.422764,2026,26878,-0.44
2005-03-11,10062841,2994284,False,,3047005,0.3028,buy,37412,80.033316,0,52799,0,0.0,sell,0,0.0,0,0,2078213,0.2065,buy,46775,44.527843,0,-4577,1943339,0.1931,buy,43463,44.422764,2026,12593,-0.69
2005-03-14,10074763,2994284,False,,3065989,0.3043,buy,37412,80.033316,0,71783,0,0.0,sell,0,0.0,0,0,2059503,0.2044,buy,46775,44.527843,0,-23287,1954987,0.194,buy,43463,44.422764,2026,24241,-0.57
2005-03-15,10038548,2994284,False,,3040678,0.3029,buy,37412,80.033316,0,46472,0,0.0,sell,0,0.0,0,0,2060907,0.2053,buy,46775,44.527843,0,-21883,1942680,0.1935,buy,43463,44.422764,2026,11933,-0.93
2005-03-16,10036295,2994284,False,,3014863,0.3004,buy,37412,80.033316,0,20657,0,0.0,sell,0,0.0,0,0,2072600,0.2065,buy,46775,44.527843,0,-10190,1954548,0.1947,buy,43463,44.422764,2026,23801,-0.95
2005-03-17,10025823,2994284,False,,3020938,0.3013,buy,37412,80.033316,0,26732,0,0.0,sell,0,0.0,0,0,2049680,0.2044,buy,46775,44.527843,0,-33109,1960921,0.1956,buy,43463,44.422764,2026,30174,-1.05
2005-03-18,10007818,2994284,False,,3011967,0.301,buy,37412,80.033316,0,17760,0,0.0,sell,0,0.0,0,0,2052955,0.2051,buy,46775,44.527843,0,-29835,1948613,0.1947,buy,43463,44.422764,2026,17867,-1.23
2005-03-21,9953726,2994284,False,,3000788,0.3015,buy,37412,80.033316,0,6582,0,0.0,sell,0,0.0,0,0,2015535,0.2025,buy,46775,44.527843,0,-67255,1943119,0.1952,buy,43463,44.422764,2026,12373,-1.76
2005-03-22,9886172,2994284,False,,2970297,0.3004,buy,37412,80.033316,0,-23910,0,0.0,sell,0,0.0,0,0,1994954,0.2018,buy,46775,44.527843,0,-87836,1926637,0.1949,buy,43463,44.422764,2026,-4109,-2.43
2005-03-23,9887184,2994284,False,,2972838,0.3007,buy,37412,80.033316,0,-21369,0,0.0,sell,0,0.0,0,0,1984195,0.2007,buy,46775,44.527843,0,-98594,1935868,0.1958,buy,43463,44.422764,2026,5121,-2.42
2005-03-24,9893294,2994284,False,,2976396,0.3008,buy,37412,80.033316,0,-17811,0,0.0,sell,0,0.0,0,0,1982792,0.2004,buy,46775,44.527843,0,-99998,1939823,0.1961,buy,43463,44.422764,2026,9076,-2.36
2005-03-28,9892763,2994284,False,,2980714,0.3013,buy,37412,80.033316,0,-13492,0,0.0,sell,0,0.0,0,0,1989809,0.2011,buy,46775,44.527843,0,-92981,1927956,0.1949,buy,43463,44.422764,2026,-2790,-2.36
2005-03-29,9885308,2994284,False,,2960896,0.2995,buy,37412,80.033316,0,-33311,0,0.0,sell,0,0.0,0,0,1990744,0.2014,buy,46775,44.527843,0,-92046,1939385,0.1962,buy,43463,44.422764,2026,8638,-2.44
2005-03-30,9939242,2994284,False,,3002821,0.3021,buy,37412,80.033316,0,8615,0,0.0,sell,0,0.0,0,0,1993083,0.2005,buy,46775,44.527843,0,-89707,1949054,0.1961,buy,43463,44.422764,2026,18308,-1.91
2005-03-31,9957537,2994284,False,,2997230,0.301,buy,37412,80.033316,0,3024,0,0.0,sell,0,0.0,0,0,2002906,0.2011,buy,46775,44.527843,0,-79884,1963118,0.1971,buy,43463,44.422764,2026,32371,-1.72
2005-04-01,9941334,2994284,False,,2983764,0.3001,buy,37412,80.033316,0,-10443,0,0.0,sell,0,0.0,0,0,1993550,0.2005,buy,46775,44.527843,0,-89239,1969736,0.1981,buy,43463,44.422764,2026,38990,-1.88
2005-04-04,9935684,2994284,False,,2988846,0.3008,buy,37412,80.033316,0,-5361,0,0.0,sell,0,0.0,0,0,1983260,0.1996,buy,46775,44.527843,0,-99530,1969294,0.1982,buy,43463,44.422764,2026,38548,-1.94
2005-04-05,9947178,2994284,False,,3003074,0.3019,buy,37412,80.033316,0,8867,0,0.0,sell,0,0.0,0,0,1985599,0.1996,buy,46775,44.527843,0,-97191,1964222,0.1975,buy,43463,44.422764,2026,33476,-1.83
2005-04-06,9972852,2994284,False,,3013492,0.3022,buy,37412,80.033316,0,19285,0,0.0,sell,0,0.0,0,0,1994018,0.1999,buy,46775,44.527843,0,-88772,1971058,0.1976,buy,43463,44.422764,2026,40312,-1.57
2005-04-07,9970427,2994284,False,,3029754,0.3039,buy,37412,80.033316,0,35548,0,0.0,sell,0,0.0,0,0,1991212,0.1997,buy,46775,44.527843,0,-91578,1955178,0.1961,buy,43463,44.422764,2026,24431,-1.6
2005-04-08,9951372,2994284,False,,2998248,0.3013,buy,37412,80.033316,0,4042,0,0.0,sell,0,0.0,0,0,1996825,0.2007,buy,46775,44.527843,0,-85965,1962015,0.1972,buy,43463,44.422764,2026,31268,-1.79
2005-04-11,9968454,2994284,False,,3000534,0.301,buy,37412,80.033316,0,6327,0,0.0,sell,0,0.0,0,0,2001034,0.2007,buy,46775,44.527843,0,-81755,1972602,0.1979,buy,43463,44.422764,2026,41855,-1.62
2005-04-12,10005069,2994284,False,,3016033,0.3015,buy,37412,80.033316,0,21827,0,0.0,sell,0,0.0,0,0,2003841,0.2003,buy,46775,44.527843,0,-78949,1990911,0.199,buy,43463,44.422764,2026,60164,-1.26
2005-04-13,9967449,2994284,False,,2980460,0.299,buy,37412,80.033316,0,-13746,0,0.0,sell,0,0.0,0,0,2006648,0.2013,buy,46775,44.527843,0,-76142,1986058,0.1993,buy,43463,44.422764,2026,55311,-1.63
2005-04-14,9897890,2994284,False,,2941586,0.2972,buy,37412,80.033316,0,-52621,0,0.0,sell,0,0.0,0,0,1979050,0.1999,buy,46775,44.527843,0,-103740,1982971,0.2003,buy,43463,44.422764,2026,52224,-2.31
2005-04-15,9887184,2994284,False,,2900423,0.2934,buy,37412,80.033316,0,-93783,0,0.0,sell,0,0.0,0,0,1983260,0.2006,buy,46775,44.527843,0,-99530,2009218,0.2032,buy,43463,44.422764,2026,78471,-2.42
2005-04-18,9908098,2994284,False,,2909316,0.2936,buy,37412,80.033316,0,-84890,0,0.0,sell,0,0.0,0,0,1996825,0.2015,buy,46775,44.527843,0,-85965,2007673,0.2026,buy,43463,44.422764,2026,76927,-2.21
2005-04-19,9978228,2994284,False,,2932438,0.2939,buy,37412,80.033316,0,-61769,0,0.0,sell,0,0.0,0,0,2024422,0.2029,buy,46775,44.527843,0,-58368,2027084,0.2032,buy,43463,44.422764,2026,96338,-1.52
2005-04-20,9937860,2994284,False,,2891530,0.291,buy,37412,80.033316,0,-102676,0,0.0,sell,0,0.0,0,0,2030035,0.2043,buy,46775,44.527843,0,-52755,2022011,0.2035,buy,43463,44.422764,2026,91264,-1.92
2005-04-21,9963016,2994284,False,,2947683,0.2959,buy,37412,80.033316,0,-46523,0,0.0,sell,0,0.0,0,0,2020212,0.2028,buy,46775,44.527843,0,-62578,2000837,0.2008,buy,43463,44.422764,2026,70091,-1.67
2005-04-22,9977957,2994284,False,,2936505,0.2943,buy,37412,80.033316,0,-57701,0,0.0,sell,0,0.0,0,0,2029567,0.2034,buy,46775,44.527843,0,-53223,2017601,0.2022,buy,43463,44.422764,2026,86854,-1.52
2005-04-25,10005560,2994284,False,,2955815,0.2954,buy,37412,80.033316,0,-38392,0,0.0,sell,0,0.0,0,0,2031906,0.2031,buy,46775,44.527843,0,-50884,2023556,0.2022,buy,43463,44.422764,2026,92809,-1.25
2005-04-26,9983114,2994284,False,,2927103,0.2932,buy,37412,80.033316,0,-67104,0,0.0,sell,0,0.0,0,0,2041261,0.2045,buy,46775,44.527843,0,-41529,2020467,0.2024,buy,43463,44.422764,2026,89721,-1.47
2005-04-27,9981026,2994284,False,,2938536,0.2944,buy,37412,80.033316,0,-55670,0,0.0,sell,0,0.0,0,0,2020680,0.2025,buy,46775,44.527843,0,-62110,2027526,0.2031,buy,43463,44.422764,2026,96780,-1.49
2005-04-28,9949826,2994284,False,,2901693,0.2916,buy,37412,80.033316,0,-92513,0,0.0,sell,0,0.0,0,0,2011325,0.2021,buy,46775,44.527843,0,-71465,2042524,0.2053,buy,43463,44.422764,2026,111778,-1.8
2005-04-29,10002054,2994284,False,,2941078,0.294,buy,37412,80.033316,0,-53129,0,0.0,sell,0,0.0,0,0,2027696,0.2027,buy,46775,44.527843,0,-55094,2038996,0.2039,buy,43463,44.422764,2026,108250,-1.29
2005-05-02,9996142,2994284,False,,2957593,0.2959,buy,37412,80.033316,0,-36613,0,0.0,sell,0,0.0,0,0,2005712,0.2006,buy,46775,44.527843,0,-77078,2038553,0.2039,buy,43463,44.422764,2026,107806,-1.34
2005-05-03,10001146,2994284,False,,2962674,0.2962,buy,37412,80.033316,0,-31532,0,0.0,sell,0,0.0,0,0,2000099,0.2,buy,46775,44.527843,0,-82691,2044089,0.2044,buy,43463,44.422764,2026,113342,-1.29
2005-05-04,10012632,2994284,False,,2985543,0.2982,buy,37412,80.033316,0,-8664,0,0.0,sell,0,0.0,0,0,2006648,0.2004,buy,46775,44.527843,0,-76142,2026158,0.2024,buy,43463,44.422764,2026,95411,-1.18
2005-05-05,10016731,2994284,False,,2984526,0.298,buy,37412,80.033316,0,-9680,0,0.0,sell,0,0.0,0,0,2007115,0.2004,buy,46775,44.527843,0,-75675,2030806,0.2027,buy,43463,44.422764,2026,100059,-1.14
